Date,Host,Service,Content
"2026-03-31T18:54:20.034Z","i-0d80a82297acd2637","protocols/base-proofs","Datadog Tracer v1.66.0 INFO: DATADOG TRACER CONFIGURATION {""date"":""2026-03-31T18:54:20Z"",""os_name"":""Ubuntu"",""os_version"":""22.04.5 LTS (Jammy Jellyfish)"",""version"":""v1.66.0"",""lang"":""Go"",""lang_version"":""go1.25.6 X:greenteagc"",""env"":"""",""service"":""protocols/base-proofs/base-prover-registrar"",""agent_url"":""http://10.242.28.178:8126/v0.4/traces"",""agent_error"":"""",""debug"":false,""analytics_enabled"":false,""sample_rate"":""NaN"",""sample_rate_limit"":""disabled"",""trace_sampling_rules"":null,""span_sampling_rules"":null,""sampling_rules_error"":"""",""service_mappings"":null,""tags"":{""runtime-id"":""835fe7df-89a6-4883-9379-2240fe00066f""},""runtime_metrics_enabled"":true,""health_metrics_enabled"":true,""profiler_code_hotspots_enabled"":true,""profiler_endpoints_enabled"":true,""dd_version"":"""",""architecture"":""amd64"",""global_service"":"""",""lambda_mode"":""false"",""appsec"":false,""agent_features"":{""DropP0s"":true,""Stats"":true,""StatsdPort"":0},""integrations"":{""AWS SDK"":{""instrumented"":true,""available"":true,""available_version"":""v1.53.0""},""AWS SDK v2"":{""instrumented"":false,""available"":true,""available_version"":""v1.30.0""},""BuntDB"":{""instrumented"":false,""available"":false,""available_version"":""""},""Cassandra"":{""instrumented"":false,""available"":false,""available_version"":""""},""Consul"":{""instrumented"":false,""available"":false,""available_version"":""""},""Elasticsearch v3"":{""instrumented"":false,""available"":false,""available_version"":""""},""Elasticsearch v5"":{""instrumented"":false,""available"":false,""available_version"":""""},""Elasticsearch v6"":{""instrumented"":false,""available"":false,""available_version"":""""},""FastHTTP"":{""instrumented"":false,""available"":false,""available_version"":""""},""Fiber"":{""instrumented"":false,""available"":false,""available_version"":""""},""Gin"":{""instrumented"":false,""available"":false,""available_version"":""""},""Goji"":{""instrumented"":false,""available"":false,""available_version"":""""},""Google API"":{""instrumented"":false,""available"":false,""available_version"":""""},""Gorilla Mux"":{""instrumented"":false,""available"":false,""available_version"":""""},""Gorm"":{""instrumented"":false,""available"":false,""available_version"":""""},""Gorm (gopkg)"":{""instrumented"":false,""available"":false,""available_version"":""""},""Gorm v1"":{""instrumented"":false,""available"":false,""available_version"":""""},""GraphQL"":{""instrumented"":false,""available"":false,""available_version"":""""},""HTTP"":{""instrumented"":false,""available"":false,""available_version"":""""},""HTTP Router"":{""instrumented"":false,""available"":false,""available_version"":""""},""HTTP Treemux"":{""instrumented"":false,""available"":false,""available_version"":""""},""IBM sarama"":{""instrumented"":false,""available"":false,""available_version"":""""},""Kafka (confluent)"":{""instrumented"":false,""available"":false,""available_version"":""""},""Kafka (confluent) v2"":{""instrumented"":false,""available"":false,""available_version"":""""},""Kafka v0"":{""instrumented"":false,""available"":false,""available_version"":""""},""Kubernetes"":{""instrumented"":false,""available"":false,""available_version"":""""},""LevelDB"":{""instrumented"":false,""available"":true,""available_version"":""v1.0.1-0.20220721030215-126854af5e6d""},""Logrus"":{""instrumented"":false,""available"":false,""available_version"":""""},""Memcache"":{""instrumented"":false,""available"":false,""available_version"":""""},""MongoDB"":{""instrumented"":false,""available"":true,""available_version"":""v1.17.4""},""MongoDB (mgo)"":{""instrumented"":false,""available"":false,""available_version"":""""},""Negroni"":{""instrumented"":false,""available"":false,""available_version"":""""},""Pub/Sub"":{""instrumented"":false,""available"":false,""available_version"":""""},""Redigo"":{""instrumented"":false,""available"":true,""available_version"":""v2.0.0+incompatible""},""Redigo (dep)"":{""instrumented"":false,""available"":false,""available_version"":""""},""Redis"":{""instrumented"":false,""available"":false,""available_version"":""""},""Redis v7"":{""instrumented"":false,""available"":false,""available_version"":""""},""Redis v8"":{""instrumented"":false,""available"":false,""available_version"":""""},""Redis v9"":{""instrumented"":false,""available"":false,""available_version"":""""},""SQL"":{""instrumented"":false,""available"":false,""available_version"":""""},""SQLx"":{""instrumented"":false,""available"":false,""available_version"":""""},""Shopify sarama"":{""instrumented"":false,""available"":false,""available_version"":""""},""Twirp"":{""instrumented"":false,""available"":false,""available_version"":""""},""Vault"":{""instrumented"":false,""available"":false,""available_version"":""""},""chi"":{""instrumented"":false,""available"":false,""available_version"":""""},""chi v5"":{""instrumented"":false,""available"":false,""available_version"":""""},""echo"":{""instrumented"":false,""available"":false,""available_version"":""""},""echo v4"":{""instrumented"":false,""available"":false,""available_version"":""""},""gRPC"":{""instrumented"":true,""available"":true,""available_version"":""v1.74.2""},""gRPC v12"":{""instrumented"":false,""available"":false,""available_version"":""""},""go-pg v10"":{""instrumented"":false,""available"":false,""available_version"":""""},""go-restful"":{""instrumented"":false,""available"":false,""available_version"":""""},""go-restful v3"":{""instrumented"":false,""available"":false,""available_version"":""""},""gqlgen"":{""instrumented"":false,""available"":false,""available_version"":""""},""log/slog"":{""instrumented"":false,""available"":false,""available_version"":""""},""miekg/dns"":{""instrumented"":false,""available"":false,""available_version"":""""}},""partial_flush_enabled"":false,""partial_flush_min_spans"":1000,""orchestrion"":{""enabled"":false},""feature_flags"":[],""propagation_style_inject"":""datadog,tracecontext"",""propagation_style_extract"":""datadog,tracecontext""}"
"2026-03-31T18:54:19.966Z","i-0d80a82297acd2637","protocols/base-proofs","Bugsnag is disabled"
"2026-03-31T18:54:11.284Z","i-0d80a82297acd2637","protocols/base-proofs","fetching initial service auth succeeds"
"2026-03-31T18:54:11.281Z","i-0d80a82297acd2637","protocols/base-proofs","successfully fetched x509 svid"
"2026-03-31T18:54:07.969Z","i-0d80a82297acd2637","protocols/base-proofs","[fx] RUNNING"
"2026-03-31T18:54:07.969Z","i-0d80a82297acd2637","protocols/base-proofs","[fx] HOOK OnStart		github.cbhq.net/containers/auth-agent/internal/jwksvc.(*service).start-fm() called by github.cbhq.net/containers/auth-agent/internal/jwksvc.RegisterHTTPServer ran successfully"
"2026-03-31T18:54:07.969Z","i-0d80a82297acd2637","protocols/base-proofs","Start HTTP JWKs server"
"2026-03-31T18:54:07.968Z","i-0d80a82297acd2637","protocols/base-proofs","authagent.health.report"
"2026-03-31T18:54:07.967Z","i-0d80a82297acd2637","protocols/base-proofs","authagent.grpc.start"
"2026-03-31T18:54:07.967Z","i-0d80a82297acd2637","protocols/base-proofs","[fx] HOOK OnStart		github.cbhq.net/containers/auth-agent/internal/jwksvc.(*service).start-fm() executing (caller: github.cbhq.net/containers/auth-agent/internal/jwksvc.RegisterHTTPServer)"
"2026-03-31T18:54:07.967Z","i-0d80a82297acd2637","protocols/base-proofs","[fx] HOOK OnStart		github.cbhq.net/containers/auth-agent/internal/health.RegisterHealthBeeper.func1() called by github.cbhq.net/containers/auth-agent/internal/health.RegisterHealthBeeper ran successfully"
"2026-03-31T18:54:07.967Z","i-0d80a82297acd2637","protocols/base-proofs","[fx] HOOK OnStart		github.cbhq.net/containers/auth-agent/internal/health.RegisterHealthBeeper.func1() executing (caller: github.cbhq.net/containers/auth-agent/internal/health.RegisterHealthBeeper)"
"2026-03-31T18:54:07.967Z","i-0d80a82297acd2637","protocols/base-proofs","[fx] HOOK OnStart		github.cbhq.net/containers/auth-agent/internal/rpc.RegisterGrpcServices.func1() called by github.cbhq.net/containers/auth-agent/internal/rpc.RegisterGrpcServices ran successfully"
"2026-03-31T18:54:07.967Z","i-0d80a82297acd2637","protocols/base-proofs","[fx] HOOK OnStart		github.cbhq.net/containers/auth-agent/internal/rpc.RegisterGrpcServices.func1() executing (caller: github.cbhq.net/containers/auth-agent/internal/rpc.RegisterGrpcServices)"
"2026-03-31T18:54:07.967Z","i-0d80a82297acd2637","protocols/base-proofs","[fx] HOOK OnStart		github.cbhq.net/containers/auth-agent/internal/spire.ProvideSpireClient.func1() called by github.cbhq.net/containers/auth-agent/internal/spire.ProvideSpireClient ran successfully"
"2026-03-31T18:54:07.967Z","i-0d80a82297acd2637","protocols/base-proofs","spire client is ready with successful JWT fetch"
"2026-03-31T18:54:07.967Z","i-0d80a82297acd2637","protocols/base-proofs","auth_agent.spire.client.first_fetch.count"
"2026-03-31T18:54:07.845Z","i-0d80a82297acd2637","protocols/base-proofs","[fx] HOOK OnStart		github.cbhq.net/containers/auth-agent/internal/spire.ProvideSpireClient.func1() executing (caller: github.cbhq.net/containers/auth-agent/internal/spire.ProvideSpireClient)"
"2026-03-31T18:54:07.845Z","i-0d80a82297acd2637","protocols/base-proofs","[fx] HOOK OnStart		github.cbhq.net/containers/auth-agent/internal/health.(*aggregator).start-fm() called by github.cbhq.net/containers/auth-agent/internal/health.ProvideHealthStatusServices ran successfully"
"2026-03-31T18:54:07.845Z","i-0d80a82297acd2637","protocols/base-proofs","[fx] HOOK OnStart		github.cbhq.net/containers/auth-agent/internal/health.(*aggregator).start-fm() executing (caller: github.cbhq.net/containers/auth-agent/internal/health.ProvideHealthStatusServices)"
"2026-03-31T18:54:07.845Z","i-0d80a82297acd2637","protocols/base-proofs","[fx] HOOK OnStart		github.cbhq.net/containers/auth-agent/internal/health.(*service).start-fm() called by github.cbhq.net/containers/auth-agent/internal/health.ProvideHealthStatusServices ran successfully"
"2026-03-31T18:54:07.845Z","i-0d80a82297acd2637","protocols/base-proofs","health server is listening"
"2026-03-31T18:54:07.821Z","i-0d80a82297acd2637","protocols/base-proofs","[fx] HOOK OnStart		github.cbhq.net/containers/auth-agent/internal/health.(*service).start-fm() executing (caller: github.cbhq.net/containers/auth-agent/internal/health.ProvideHealthStatusServices)"
"2026-03-31T18:54:07.231Z","i-0d80a82297acd2637","protocols/base-proofs","[fx] INVOKE		github.cbhq.net/containers/auth-agent/internal/jwksvc.RegisterHTTPServer()"
"2026-03-31T18:54:07.231Z","i-0d80a82297acd2637","protocols/base-proofs","[fx] INVOKE		github.cbhq.net/containers/auth-agent/internal/httpsvc.RegisterHTTPServer()"
"2026-03-31T18:54:07.231Z","i-0d80a82297acd2637","protocols/base-proofs","dd profiler is disabled"
"2026-03-31T18:54:07.231Z","i-0d80a82297acd2637","protocols/base-proofs","[fx] INVOKE		github.cbhq.net/containers/auth-agent/internal/profiler.RegisterDataDogProfiler()"
"2026-03-31T18:54:07.231Z","i-0d80a82297acd2637","protocols/base-proofs","[fx] INVOKE		github.cbhq.net/containers/auth-agent/internal/health.RegisterHealthBeeper()"
"2026-03-31T18:54:07.230Z","i-0d80a82297acd2637","protocols/base-proofs","[fx] RUN	provide: github.cbhq.net/containers/auth-agent/internal/server/validatorserver.ProvideValidatorServer()"
"2026-03-31T18:54:07.229Z","i-0d80a82297acd2637","protocols/base-proofs","[fx] RUN	provide: github.cbhq.net/containers/auth-agent/internal/doctor.ProvideDoctor()"
"2026-03-31T18:54:07.229Z","i-0d80a82297acd2637","protocols/base-proofs","[fx] RUN	provide: github.cbhq.net/containers/auth-agent/internal/server/tokenizerserver.ProvideTokenizerServer()"
"2026-03-31T18:54:07.223Z","i-0d80a82297acd2637","protocols/base-proofs","[fx] RUN	provide: github.cbhq.net/containers/auth-agent/internal/spire/controlplane.ProvideReconciler()"
"2026-03-31T18:54:07.223Z","i-0d80a82297acd2637","protocols/base-proofs","SPIRE only mode is enabled, skipping control plane reconciler start"
"2026-03-31T18:54:07.223Z","i-0d80a82297acd2637","protocols/base-proofs","[fx] RUN	provide: github.cbhq.net/containers/auth-agent/internal/spire.ProvideSpireClient()"
"2026-03-31T18:54:07.223Z","i-0d80a82297acd2637","protocols/base-proofs","[fx] RUN	provide: github.cbhq.net/containers/auth-agent/internal/health.ProvideHealthStatusServices()"
"2026-03-31T18:54:07.222Z","i-0d80a82297acd2637","protocols/base-proofs","[fx] RUN	provide: github.cbhq.net/containers/auth-agent/internal/ec2.ProvideEC2StateRetriever()"
"2026-03-31T18:54:07.222Z","i-0d80a82297acd2637","protocols/base-proofs","[fx] RUN	provide: github.cbhq.net/containers/auth-agent/internal/cbauth.ProvideCBAuthConfig()"
"2026-03-31T18:54:07.222Z","i-0d80a82297acd2637","protocols/base-proofs","skip anchor initialization"
"2026-03-31T18:54:07.222Z","i-0d80a82297acd2637","protocols/base-proofs","anchor environment check"
"2026-03-31T18:54:07.222Z","i-0d80a82297acd2637","protocols/base-proofs","SPIRE only mode enabled, S2S key fetching disabled"
"2026-03-31T18:54:07.222Z","i-0d80a82297acd2637","protocols/base-proofs","Allowlisting local development service ID as we are running in a development environment"
"2026-03-31T18:54:07.222Z","i-0d80a82297acd2637","protocols/base-proofs","anchor socket detection"
"2026-03-31T18:54:07.222Z","i-0d80a82297acd2637","protocols/base-proofs","Attempt to provide S2S config"
"2026-03-31T18:54:07.222Z","i-0d80a82297acd2637","protocols/base-proofs","[fx] RUN	provide: github.cbhq.net/containers/auth-agent/internal/settings.ProvideEnviromentSettings()"
"2026-03-31T18:54:07.222Z","i-0d80a82297acd2637","protocols/base-proofs","[fx] RUN	provide: fx.Annotated{Group: ""servicestubs"", Target: github.cbhq.net/containers/auth-agent/internal/server/diagnoseserver.ProvideDiagnoseServer()}"
"2026-03-31T18:54:07.222Z","i-0d80a82297acd2637","protocols/base-proofs","[fx] RUN	provide: github.cbhq.net/containers/auth-agent/internal/rpc.ProvideGrpcServer()"
"2026-03-31T18:54:07.222Z","i-0d80a82297acd2637","protocols/base-proofs","[fx] RUN	provide: github.cbhq.net/containers/auth-agent/internal/metrics.ProvideClient()"
"2026-03-31T18:54:07.211Z","i-0d80a82297acd2637","protocols/base-proofs","[fx] RUN	provide: github.cbhq.net/infra/identity-foundation/pkg/staticconfig.init.func1()"
"2026-03-31T18:54:07.211Z","i-0d80a82297acd2637","protocols/base-proofs","found config file"
"2026-03-31T18:54:07.210Z","i-0d80a82297acd2637","protocols/base-proofs","attempt to resolve config file path"
"2026-03-31T18:54:07.210Z","i-0d80a82297acd2637","protocols/base-proofs","[fx] RUN	provide: go.uber.org/fx.New.func1()"
"2026-03-31T18:54:07.210Z","i-0d80a82297acd2637","protocols/base-proofs","[fx] INVOKE		github.cbhq.net/containers/auth-agent/internal/rpc.RegisterGrpcServices()"
"2026-03-31T18:54:07.200Z","i-0d80a82297acd2637","protocols/base-proofs","[fx] INVOKE		github.cbhq.net/containers/auth-agent/internal/envars.InvokeEnvars()"
"2026-03-31T18:54:07.200Z","i-0d80a82297acd2637","protocols/base-proofs","[fx] LOGGER	Initialized custom logger from github.cbhq.net/containers/auth-agent/internal/logger.init.func1()"
"2026-03-31T18:54:07.200Z","i-0d80a82297acd2637","protocols/base-proofs","[fx] RUN	provide: github.cbhq.net/containers/auth-agent/internal/logger.ProvideLogger()"
"2026-03-31T18:54:07.200Z","i-0d80a82297acd2637","protocols/base-proofs","[fx] RUN	provide: github.cbhq.net/containers/auth-agent/internal/metadata.SetMetadata.func1()"
"2026-03-31T18:54:07.200Z","i-0d80a82297acd2637","protocols/base-proofs","[fx] RUN	provide: github.cbhq.net/infra/identity-foundation/pkg/servicemeta.ProvideEnvironment()"
"2026-03-31T18:54:07.200Z","i-0d80a82297acd2637","protocols/base-proofs","[fx] PROVIDE	fx.DotGraph <= go.uber.org/fx.(*App).dotGraph-fm()"
"2026-03-31T18:54:07.200Z","i-0d80a82297acd2637","protocols/base-proofs","[fx] PROVIDE	fx.Shutdowner <= go.uber.org/fx.(*App).shutdowner-fm()"
"2026-03-31T18:54:07.200Z","i-0d80a82297acd2637","protocols/base-proofs","[fx] PROVIDE	fx.Lifecycle <= go.uber.org/fx.New.func1()"
"2026-03-31T18:54:07.200Z","i-0d80a82297acd2637","protocols/base-proofs","[fx] PROVIDE	*validatorserver.Server <= github.cbhq.net/containers/auth-agent/internal/server/validatorserver.ProvideValidatorServer()"
"2026-03-31T18:54:07.200Z","i-0d80a82297acd2637","protocols/base-proofs","[fx] PROVIDE	rpc.ServiceStub[group = ""servicestubs""] <= github.cbhq.net/containers/auth-agent/internal/server/validatorserver.ProvideValidatorServer()"
"2026-03-31T18:54:07.200Z","i-0d80a82297acd2637","protocols/base-proofs","[fx] PROVIDE	*tokenizerserver.Server <= github.cbhq.net/containers/auth-agent/internal/server/tokenizerserver.ProvideTokenizerServer()"
"2026-03-31T18:54:07.200Z","i-0d80a82297acd2637","protocols/base-proofs","[fx] PROVIDE	rpc.ServiceStub[group = ""servicestubs""] <= github.cbhq.net/containers/auth-agent/internal/server/tokenizerserver.ProvideTokenizerServer()"
"2026-03-31T18:54:07.200Z","i-0d80a82297acd2637","protocols/base-proofs","[fx] PROVIDE	rpc.ServiceStub[group = ""servicestubs""] <= fx.Annotated{Group: ""servicestubs"", Target: github.cbhq.net/containers/auth-agent/internal/server/diagnoseserver.ProvideDiagnoseServer()}"
"2026-03-31T18:54:07.200Z","i-0d80a82297acd2637","protocols/base-proofs","[fx] PROVIDE	*controlplane.Reconciler <= github.cbhq.net/containers/auth-agent/internal/spire/controlplane.ProvideReconciler()"
"2026-03-31T18:54:07.200Z","i-0d80a82297acd2637","protocols/base-proofs","[fx] PROVIDE	doctor.Client <= github.cbhq.net/containers/auth-agent/internal/doctor.ProvideDoctor()"
"2026-03-31T18:54:07.200Z","i-0d80a82297acd2637","protocols/base-proofs","[fx] PROVIDE	spire.SpireJWTClient <= github.cbhq.net/containers/auth-agent/internal/spire.ProvideSpireClient()"
"2026-03-31T18:54:07.200Z","i-0d80a82297acd2637","protocols/base-proofs","[fx] PROVIDE	settings.EnvironmentSettings <= github.cbhq.net/containers/auth-agent/internal/settings.ProvideEnviromentSettings()"
"2026-03-31T18:54:07.200Z","i-0d80a82297acd2637","protocols/base-proofs","[fx] PROVIDE	health.Observer[name = ""grpc""] <= github.cbhq.net/containers/auth-agent/internal/health.ProvideHealthStatusServices()"
"2026-03-31T18:54:07.200Z","i-0d80a82297acd2637","protocols/base-proofs","[fx] PROVIDE	health.Observer[name = ""spire""] <= github.cbhq.net/containers/auth-agent/internal/health.ProvideHealthStatusServices()"
"2026-03-31T18:54:07.200Z","i-0d80a82297acd2637","protocols/base-proofs","[fx] PROVIDE	health.Reporter <= github.cbhq.net/containers/auth-agent/internal/health.ProvideHealthStatusServices()"
"2026-03-31T18:54:07.200Z","i-0d80a82297acd2637","protocols/base-proofs","[fx] PROVIDE	*config.Config <= github.cbhq.net/containers/auth-agent/internal/cbauth.ProvideCBAuthConfig()"
"2026-03-31T18:54:07.200Z","i-0d80a82297acd2637","protocols/base-proofs","[fx] PROVIDE	types.CfgProvider <= github.cbhq.net/infra/identity-foundation/pkg/staticconfig.init.func1()"
"2026-03-31T18:54:07.200Z","i-0d80a82297acd2637","protocols/base-proofs","[fx] PROVIDE	servicemeta.Environment <= github.cbhq.net/infra/identity-foundation/pkg/servicemeta.ProvideEnvironment()"
"2026-03-31T18:54:07.200Z","i-0d80a82297acd2637","protocols/base-proofs","[fx] PROVIDE	*grpc.Server <= github.cbhq.net/containers/auth-agent/internal/rpc.ProvideGrpcServer()"
"2026-03-31T18:54:07.200Z","i-0d80a82297acd2637","protocols/base-proofs","[fx] PROVIDE	statsd.Client <= github.cbhq.net/containers/auth-agent/internal/metrics.ProvideClient()"
"2026-03-31T18:54:07.193Z","i-0d80a82297acd2637","protocols/base-proofs","[fx] PROVIDE	metrics.Client <= github.cbhq.net/containers/auth-agent/internal/metrics.ProvideClient()"
"2026-03-31T18:54:07.192Z","i-0d80a82297acd2637","protocols/base-proofs","[fx] PROVIDE	ec2.MetadataRetriever <= github.cbhq.net/containers/auth-agent/internal/ec2.ProvideEC2StateRetriever()"
"2026-03-31T18:54:07.157Z","i-0d80a82297acd2637","protocols/base-proofs","[fx] PROVIDE	*zap.Logger <= github.cbhq.net/containers/auth-agent/internal/logger.ProvideLogger()"
"2026-03-31T18:54:07.155Z","i-0d80a82297acd2637","protocols/base-proofs","[fx] PROVIDE	metadata.Version <= github.cbhq.net/containers/auth-agent/internal/metadata.SetMetadata.func1()"
